CCTV,#genre#
辽宁卫视,http://60.4.28.155:8077/rtp/239.253.92.115:6056#http://114.254.36.109:18888/rtp/239.3.1.210:8056$北京市联通#http://114.100.195.11:4022/rtp/238.1.78.21:6096$安徽电信#http://120.202.73.48:8888/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0#http://121.29.215.217:2083/rtp/239.253.92.115:6056#http://171.8.168.12:8800/rtp/239.16.20.95:10950#http://zczb.aylzline.top:8899/rtp/225.1.2.152:10930#http://183.237.240.235:808/hls/28/index.m3u8#http://120.226.246.71:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&down=1#http://111.127.156.3:51234/rtp/239.29.0.109:5000
广西卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.34:10198#http://222.223.41.27:8888/hls/46/index.m3u8#http://120.202.73.48:8888/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0#http://171.8.168.12:8800/rtp/239.16.20.84:10840#http://183.237.71.182:40000/hls/39/index.m3u8#http://119.62.24.75:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0#http://123.118.53.173:8686/rtp/239.3.1.39:8300#http://114.254.36.109:18888/rtp/239.3.1.39:8300$北京市联通#http://111.127.156.3:51234/rtp/239.29.1.57:5001#http://113.119.24.121:58888/udp/239.253.43.36:5146
吉林卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.105:11608#http://120.202.73.48:8888/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0#http://114.254.36.109:18888/rtp/239.3.1.240:8172$北京市联通#http://joyznm.i234.me:20000/rtp/239.3.1.240:8172?#http://202.105.239.77:8188/rtp/239.77.1.111:5146#http://114.100.195.11:4022/rtp/238.1.79.48:4496$安徽电信#http://kouki.pro:8888/rtp/239.49.8.113:8000?#http://111.127.156.3:51234/rtp/239.29.1.125:5000#http://222.223.41.27:8888/hls/47/index.m3u8#http://39.77.95.74:4002/rtp/239.253.254.173:8000
宁夏卫视,http://120.202.73.48:8888/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0#http://lysj.aylzline.top:8899/rtp/225.1.2.41:10240#http://zczb.aylzline.top:8899/rtp/225.1.2.41:10240#http://112.109.206.238:9999/rtp/239.255.40.8:8208#http://yhms.aylzline.top:8899/rtp/225.1.2.41:10240#http://114.100.195.11:4022/rtp/238.1.78.109:6744$安徽电信
山西卫视,http://120.202.73.48:8888/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0#http://124.90.45.52:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.178.227.57:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0#http://123.118.53.173:8686/rtp/239.3.1.42:8172#http://114.254.36.109:18888/rtp/239.3.1.42:8172$北京市联通#http://115.171.216.26:4000/rtp/225.1.8.155:8172#http://114.100.195.11:4022/rtp/238.1.78.95:6632$安徽电信#http://111.127.156.3:51234/rtp/239.29.1.55:5001
甘肃卫视,http://lysj.aylzline.top:8899/rtp/225.1.2.44:10258#http://zczb.aylzline.top:8899/rtp/225.1.2.44:10258#http://118.248.155.66:8889/udp/239.76.253.94:9000#http://171.8.168.12:8800/rtp/239.16.20.102:11020#http://114.100.195.11:4022/rtp/238.1.79.36:4400$安徽电信#http://111.127.156.3:51234/rtp/239.29.1.124:5000#http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0#http://14.118.74.55:10001/rtp/239.77.0.189:5146#http://113.119.24.121:58888/udp/239.77.0.189:5146#http://112.109.206.238:9999/rtp/239.255.40.16:8208
厦门卫视,http://zczb.aylzline.top:8899/rtp/225.1.2.96:10570#http://124.112.240.102:4022/rtp/238.1.78.246:7840#http://114.100.195.11:4022/rtp/238.1.78.246:7840$安徽电信#http://112.109.206.238:9999/rtp/239.255.40.28:8208#http://111.196.132.71:20000/rtp/239.3.1.143:4120#http://114.254.36.109:18888/rtp/239.3.1.143:4120$北京市联通#http://115.171.216.26:4000/rtp/225.1.8.166:4120#http://123.118.53.173:8686/rtp/239.3.1.143:4120#http://183.237.71.182:40000/hls/57/index.m3u8
山东教育卫视,http://39.77.95.74:4002/rtp/239.253.254.59:8000#http://39.77.157.82:4002/rtp/239.253.254.59:8000#http://39.77.25.64:4002/rtp/239.253.254.59:8000#http://39.77.160.56:4002/rtp/239.253.254.59:8000#http://111.127.156.3:51234/rtp/239.29.1.96:5001#http://121.29.215.217:2083/rtp/239.253.92.106:6135#http://114.254.36.109:18888/rtp/239.3.1.52:4120$北京市联通#http://115.171.216.26:4000/rtp/225.1.8.190:4120#http://39.77.163.38:4002/rtp/239.253.254.59:8000#http://123.118.53.173:8686/rtp/239.3.1.52:4120
海南卫视,http://kouki.pro:8888/rtp/239.49.8.83:8000?#http://114.100.195.11:4022/rtp/238.1.79.49:4504$安徽电信#http://lysj.aylzline.top:8899/rtp/225.1.2.107:11620#http://111.127.156.3:51234/rtp/239.29.1.126:5000#http://171.8.168.12:8800/rtp/239.16.20.97:10970#http://zczb.aylzline.top:8899/rtp/225.1.2.107:11620#http://221.220.133.100:8012/rtp/239.3.1.45:8304#http://115.171.216.26:4000/rtp/225.1.8.158:8304#http://114.254.36.109:18888/rtp/239.3.1.45:8304$北京市联通#http://yhms.aylzline.top:8899/rtp/225.1.2.107:11620
陕西卫视,http://171.8.168.12:8800/rtp/239.16.20.83:10830#http://36.49.53.138:8800/rtp/239.37.0.103:5540#http://124.114.101.179:6789/rtp/239.111.205.35:5140#http://124.90.45.52:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.109.206.238:9999/rtp/239.255.40.10:8208#http://123.118.53.151:8686/rtp/239.3.1.41:8140#http://111.196.132.71:20000/rtp/239.3.1.41:8140#http://114.100.195.11:4022/rtp/238.1.78.88:6576$安徽电信#http://114.254.36.109:18888/rtp/239.3.1.41:8140$北京市联通#http://111.127.156.3:51234/rtp/239.29.1.86:5001
新疆卫视,http://111.127.156.3:51234/rtp/239.29.1.59:5001#http://114.100.195.11:4022/rtp/238.1.78.110:6752$安徽电信#http://112.109.206.238:9999/rtp/239.255.40.11:8208
西藏卫视,http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0#http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0#http://zczb.aylzline.top:8899/rtp/225.1.2.42:10246#http://112.109.206.238:9999/rtp/239.255.40.12:8208#http://111.127.156.3:51234/rtp/239.29.1.79:5001#http://114.100.195.11:4022/rtp/238.1.78.101:6680$安徽电信
三沙卫视,http://156.233.226.200:10086/udp/239.11.0.177:1025#http://lysj.aylzline.top:8899/rtp/225.1.2.225:11464#http://112.109.206.238:9999/rtp/239.255.40.82:8208#http://14.118.74.55:10001/rtp/239.253.43.113:5146#http://114.100.195.11:4022/rtp/238.1.78.27:6144$安徽电信#http://111.196.132.71:20000/rtp/239.3.1.155:4120#http://114.254.36.109:18888/rtp/239.3.1.155:4120$北京市联通#http://115.171.216.26:4000/rtp/225.1.8.78:4120#http://113.119.24.121:58888/udp/239.253.43.113:5146#http://183.237.71.182:40000/hls/59/index.m3u8
广东大湾区卫视,http://113.119.24.121:58888/udp/239.77.0.215:5146#http://www.yahao.host:4022/udp/239.77.0.215:5146#http://hongzhijiaoyu.net:8188/udp/239.77.0.215:5146#http://www.1328099.xyz:9688/udp/239.77.0.215:5146
安多卫视,http://221.207.6.29:808/hls/22/index.m3u8
湖南卫视（IPV4•线路92）,http://27.129.145.110:4433/hls/23/index.m3u8
吉林卫视（IPV4•线路34）,http://61.178.227.57:9901/tsfile/live/0116_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
河南卫视（IPV4•线路70）,http://yhms.aylzline.top:8899/rtp/225.1.2.237:11530
黑龙江卫视（IPV4•线路65）,http://yhms.aylzline.top:8899/rtp/225.1.2.92:10546
广西卫视（IPV4•线路60）,http://zczb.aylzline.top:8899/rtp/225.1.2.34:10198
河南卫视（IPV4•线路74）,http://zczb.aylzline.top:8899/rtp/225.1.2.237:11530
北京卫视（IPV4•线路72）,http://zczb.aylzline.top:8899/rtp/225.1.2.49:10288
四川卫视（IPV4•线路66）,http://lysj.aylzline.top:8899/rtp/225.1.2.108:11626
河南卫视（IPV4•线路69）,http://183.237.71.182:40000/hls/34/index.m3u8
西藏卫视（IPV4•线路28）,http://yhms.aylzline.top:8899/rtp/225.1.2.42:10246
广东卫视（IPV4•线路96）,http://zczb.aylzline.top:8899/rtp/225.1.2.151:10924
河南卫视（IPV4•线路75）,http://zczb.aylzline.top:8899/rtp/225.1.2.99:10588
广东卫视（IPV4•线路94）,http://yhms.aylzline.top:8899/rtp/225.1.2.151:10924
四川卫视（IPV4•线路64）,http://yhms.aylzline.top:8899/rtp/225.1.2.108:11626
黑龙江卫视（IPV4•线路64）,http://183.237.71.182:40000/hls/31/index.m3u8
厦门卫视（IPV4•线路15）,http://lysj.aylzline.top:8899/rtp/225.1.2.96:10570
江西卫视（IPV4•线路64）,http://lysj.aylzline.top:8899/rtp/225.1.2.77:11602
江苏卫视（IPV4•线路94）,http://yhms.aylzline.top:8899/rtp/225.1.2.84:10498
吉林卫视（IPV4•线路63）,http://lysj.aylzline.top:8899/rtp/225.1.2.105:11608
贵州卫视（IPV4•线路54）,http://yhms.aylzline.top:8899/rtp/225.1.2.109:11632
深圳卫视（IPV4•线路78）,http://zczb.aylzline.top:8899/rtp/225.1.2.91:10540
深圳卫视（IPV4•线路77）,http://yhms.aylzline.top:8899/rtp/225.1.2.91:10540
吉林卫视（IPV4•线路62）,http://yhms.aylzline.top:8899/rtp/225.1.2.105:11608
东南卫视（IPV4•线路66）,http://zczb.aylzline.top:8899/rtp/225.1.2.226:11470
广西卫视（IPV4•线路58）,http://yhms.aylzline.top:8899/rtp/225.1.2.34:10198
河南卫视（IPV4•线路72）,http://yhms.aylzline.top:8899/rtp/225.1.2.99:10588
重庆卫视（IPV4•线路40）,http://61.178.227.57:9901/tsfile/live/0142_2.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
甘肃卫视（IPV4•线路26）,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
北京卫视（IPV4•线路71）,http://lysj.aylzline.top:8899/rtp/225.1.2.49:10288
湖北卫视（IPV4•线路77）,http://lysj.aylzline.top:8899/rtp/225.1.2.90:10534
云南卫视（IPV4•线路55）,http://zczb.aylzline.top:8899/rtp/225.1.2.76:11596
河北卫视（IPV4•线路69）,http://zczb.aylzline.top:8899/rtp/225.1.2.106:11614
湖北卫视（IPV4•线路79）,http://yhms.aylzline.top:8899/rtp/225.1.2.90:10534
辽宁卫视（IPV4•线路71）,http://lysj.aylzline.top:8899/rtp/225.1.2.152:10930
河北卫视（IPV4•线路68）,http://lysj.aylzline.top:8899/rtp/225.1.2.106:11614
江苏卫视（IPV4•线路93）,http://183.237.71.182:40000/hls/21/index.m3u8
辽宁卫视（IPV4•线路69）,http://183.237.71.182:40000/hls/30/index.m3u8
兵团卫视（IPV4•线路30）,http://183.237.71.182:40000/hls/50/index.m3u8
天津卫视（IPV4•线路66）,http://yhms.aylzline.top:8899/rtp/225.1.2.87:10516
延边卫视（IPV4•线路9）,http://183.237.71.182:40000/hls/60/index.m3u8
浙江卫视4k,https://ali-xwl.cztv.com/live/channel4k2160p.m3u8
星空卫视,http://xhyx.gz.cn:1698/hls/35/index.m3u8
北京卫视4K超,http://115.171.216.26:4000/rtp/225.1.8.128:8002#http://115.171.216.26:4000/udp/225.1.8.120:8002#http://36.49.53.138:8800/rtp/239.37.0.109:5540
延边卫视,http://36.49.53.138:8800/rtp/239.37.0.116:5540
平潭卫视,http://112.109.206.238:9999/rtp/239.255.40.191:8208
海峡卫视,http://112.109.206.238:9999/rtp/239.255.40.157:8208
其他,#genre#
湖北综合,http://120.202.94.181:9446/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
湖北生活,http://120.202.94.181:9446/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
湖北影视,http://120.202.94.181:9446/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
湖北教育,http://120.202.94.181:9446/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV兵器科技,http://113.119.24.121:58888/udp/239.253.43.9:5146
CCTV第一剧场,http://60.4.28.155:8077/rtp/239.253.93.138:6428#http://121.29.215.217:2083/rtp/239.253.93.138:6428#http://113.119.24.121:58888/udp/239.253.43.15:5146
CCTV女性时尚,http://113.119.24.121:58888/udp/239.253.43.8:5146
CCTV高尔夫·网球,http://113.119.24.121:58888/udp/239.253.43.12:5146
CCTV风云音乐,http://113.119.24.121:58888/udp/239.253.43.6:5146
CCTV风云足球,http://124.112.240.102:4022/rtp/238.1.79.57:4592#http://121.29.215.217:2083/rtp/239.253.93.254:6432#http://113.119.24.121:58888/udp/239.253.43.14:5146
CCTV世界地理,http://113.119.24.121:58888/udp/239.253.43.7:5146
CCTV高尔夫网球,http://60.4.28.155:8077/rtp/239.253.93.122:6465#http://118.248.155.66:8889/udp/239.76.254.62:9000#http://121.29.215.217:2083/rtp/239.253.93.122:6465#http://36.49.53.138:8800/rtp/239.37.0.230:5540#http://124.112.240.102:4022/rtp/238.1.79.58:4600
CCTV风云剧场,http://121.29.215.217:2083/rtp/239.253.93.251:6429#http://36.49.53.138:8800/rtp/239.37.0.114:5540
CCTV怀旧剧场,http://121.29.215.217:2083/rtp/239.253.93.252:6430#http://118.248.155.66:8889/udp/239.76.254.53:9000
CCTV+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8#https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV电视指南,http://36.49.53.138:8800/rtp/239.37.0.115:5540
CCTV卫生健康,http://36.49.53.138:8800/rtp/239.37.0.229:5540
